product_id,product_name,price,currency,store_name,image_url,product_link,price_tags
2247,FRESH IMPORTED PEACHES PER KG,1605,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/fresh%20imported%20peaches-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-IMPORTED-PEACHES-PER-KG-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2248,FRESH IMPORTED PLUMS PER KG,1665,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/fresh%20imported%20plums-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-IMPORTED-PLUMS-PER-KG-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2249,FRESH KARERA PER KG,180,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/fresh%20karera-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH%20KARERA%20PER%20KG-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2250,FRESH RED ONIONS 1KG,239,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/Fresh-red-onions-200x200.JPG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-RED-ONIONS-1KG?limit=100,Budget
2251,FRESH SNOW PEAS PACK 200G,95,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/FRESH%20SNOW%20PEAS%20PACK-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-SNOW-PEAS-PACK-200G?limit=100,Budget
2252,FRESH TOMATOES PER KG,130,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20TOMATOES-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-tomatoes-online-in-nairobi-kenya?limit=100,Budget
2253,GOLDEN VALLEY 420G MIXED VEGETABLES,160,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/%201%20downloads%20/CARREFOUR/MIXED_VEGES-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/GOLDEN-VALLEY-420G-MIXED-VEGETABLES%20?limit=100,Budget
2254,KESTANE CHESNUTS PER KG,2505,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/kestane%20chesnuts-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/KESTANE-CHESNUTS-PER-KG?limit=100,Budget
2255,KIWI FRUIT 4PCS,750,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/kiwi%20fruit-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/KIWI-FRUIT-4PCS-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2256,KIWI FRUIT 6PCS,950,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/KIWI_FRUIT-200x200.JPG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/KIWI_%20FRUIT_%206PCS?limit=100,Budget
2257,PEACH PACK 500G,701,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/peach%20pack%20500g-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/peach-pack-500g?limit=100,Budget
2258,PEPINO MELON PER KG,225,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/pepino%20melon%20per%20kg-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/pepino-melon?limit=100,Budget
2259,POTATO LOOSE 1kg,149,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/POTATO-LOOSE-200x200.JPG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/POTATO-LOOSE?limit=100,Budget
2260,RASPBERRY 125G,199,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/raspberry%20125g-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/RASPBERRY-125G?limit=100,Budget
2261,RASPBERRY LOCAL 125G,279,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/flour/rasperry%20local%20125g-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/RASPBERRY-LOCAL-125G-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2262,STRAWBERRY VP PREMIUM 250G,230,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/strawberry%20vp%20premium-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/STRAWBERRY-VP-PREMIUM-250G-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2263,TENDERSTEM TIPS 125G,125,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/tenderstem%20tips-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/TENDERSTEM-TIPS-125G?limit=100,Budget
2264,THORN MELON 250G,44,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%20D-L/thorn%20melon-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/THORN-MELON-250G-NOW-AVAILABLE-ON-E-MART?limit=100,Budget
2265,VALENCIA ORANGES 1KG,410,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/00%20recovery%202/valencia%20oranges-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/VALENCIA-ORANGES-1KG?limit=100,Budget
2266,APPLES FRUIT PER KG,495,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/0%20backnd%202/apple%20golden%20350g-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/APPLES-FRUIT-PER-KG?limit=100,Budget
2267,BLACK PASSION FRUIT 1KG,359,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/species/organic%20fruit%20passion%201kg-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/BLACK-PASSION-FRUIT-1KG?limit=100,Budget
2268,FRESH APPLES RED1KG,475,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/RED_APPLES-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-red-apples-1kg-online?limit=100,Budget
2269,FRESH ARROWROOT 1KG,260,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/arrow_roots-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-ARROWROOT-1kg?limit=100,Budget
2270,FRESH ASPARAGUS 1KG,210,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/asparagus-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-ASPARAGUS?limit=100,Budget
2271,FRESH AUBERGINES(EGG PLANT) 1kg,185,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/aube-200x200.PNG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-AUBERGINES-(EGG-PLANT)-1kg?limit=100,Budget
2272,FRESH AVOCADO FUERTE PER KG,210,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/avocado-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-AVOCADO-FUERTE-PER-KG?limit=100,Budget
2273,FRESH BABY CORN,99,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20BABY%20CORN-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-baby-corn-groceries-available-on-e-mart-kenya?limit=100,Budget
2274,FRESH BABY SPINACH 125G,175,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/BABY%20SPINACH%20125G-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/baby-spinach-125g?limit=100,Budget
2275,FRESH BASIL,60,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/basil-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-basil-in-nairobi?limit=100,Budget
2276,FRESH BEETROOT,450,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/beetroot-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-beatroot-in-nairobi-kenya?limit=100,Budget
2277,FRESH BLUEBERRIES LOCAL,350,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/blueberry-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-BLUEBERRIES-LOCAL?limit=100,Budget
2278,FRESH BROCCOLI,275,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/brokolli-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-broccolli-online-in-nairobi?limit=100,Budget
2279,FRESH BUTTERNUT PER KG,225,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/butter-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-BUTTERNUT-PER-KG?limit=100,Budget
2280,FRESH CABBAGE LOCAL PER KG,125,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20CABBAGE%20LOCAL-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-CABBAGE-LOCAL-PER-KG?limit=100,Budget
2281,FRESH CABBAGE RED,170,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CABBAGE_RED-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-CABBAGE-RED-PER-KG?limit=100,Budget
2282,FRESH CASSAVA,189,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CASSAVA-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-cassava-online-in-kenya?limit=100,Budget
2283,FRESH CAULIFLOWER PER KG,299,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CAULIFLOWER-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-CAULIFLOWER-PER-KG?limit=100,Budget
2284,FRESH CELERY,200,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CELERY-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-celery-online?limit=100,Budget
2285,FRESH CHILLI GREEN,149,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CHILLIE-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-green-chilli-online-in-kenya?limit=100,Budget
2286,FRESH CHILLI RED BULLET,180,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CHILLIE_BULLET-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-chilli-red-bullet-online-in-kenya?limit=100,Budget
2287,FRESH CHILLIES MILD,210,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CHILLIE_MILD-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-chilli-mild-?limit=100,Budget
2288,FRESH CHINESE CABBAGE PER KG,170,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CHINESE-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-CHINESE-CABBAGE-PER-KG?limit=100,Budget
2289,FRESH CUCUMBER KAKIRI 1kg,199,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/CUCUMBER%2022-200x200.JPG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-CUCUMBER-KAKIRI-PER-KG?limit=100,Budget
2290,FRESH CUCUMBER LOCAL,95,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CUCUMBER-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-CUCUMBER-LOCAL?limit=100,Budget
2291,FRESH CUSTARD APPLES,399,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CUSTARD_APPLE-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-custard-apples-online?limit=100,Budget
2292,FRESH DUDHI,110,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/DUDHI-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-dudhi?limit=100,Budget
2293,FRESH GARLIC CHINESE PER KG,465,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/CHINESE_GARLIC-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-GARLIC-CHINESE-PR-KG?limit=100,Budget
2294,FRESH GINGER PER KG,235,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/GINGER-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-GINGER-PER-KG?limit=100,Budget
2295,FRESH GREEN BANANAS-MATOKE PER KG,195,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/FRESH%20GREEN%20BANANAS-MATOKE-200x200.JPG,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/BUY-FRESH-GREEN-BANANAS-MATOKE-ONLINE-IN-KENYA?limit=100,Budget
2296,FRESH GREEN BELL PEPPER PER KG,190,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/HOHO-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-GREEN-BELL-PEPPER-PER-KG?limit=100,Budget
2297,FRESH GREEN PEARS 500G,210,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20GREEN%20PEARS-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-GREEN-PEARS-500G?limit=100,Budget
2298,FRESH GREEN PEAS 1KG(UNPEELED),250,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/green_beans-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH%20GREEN%20PEAS%201KG(UNPEELED)?limit=100,Budget
2299,FRESH GROUNDNUTS,290,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/NUTS-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-GROUNDNUTS?limit=100,Budget
2300,FRESH HOT  CHILLI PEPPER,210,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/RED_HOT-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-hot-chilli?limit=100,Budget
2301,FRESH IMPORTED TANGERINES PER KG,520,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20IMPORTED%20TANGERINES-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables?product_id=8933&limit=100,Budget
2302,FRESH LEEKS,145,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/LEEK-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-leeks-online?limit=100,Budget
2303,FRESH LETTUCE HARD,110,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20LETTUCE%20HARD-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-lettuce-hard?limit=100,Budget
2304,FRESH LETTUCE PACKED,110,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20LETTUCE%20PACKED-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-packed-lettuce-online?limit=100,Budget
2305,FRESH LIMES PER KG,230,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20LIMES-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables?product_id=8934&limit=100,Budget
2306,FRESH MANGOES,139,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/Mango-200x200.gif,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables?product_id=8889&limit=100,Budget
2307,FRESH MINT,59,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/fresh%20veggies/MINT-removebg-preview%20(3)-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-mint?limit=100,Budget
2308,FRESH MINT LEAVES BUNCH,29,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20MINT%20LEAVES%20BUNCH-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/BUY-FRESH-MINT-LEAVES-BUNCH-ONLINE?limit=100,Budget
2309,FRESH MOOLI,35,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/MOOLI-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/buy-fresh-mooli-online-in-nairobi?limit=100,Budget
2310,FRESH ORANGES LOCAL PER KG,185,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/ORANGE-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-ORANGE-LOCAL-PER-KG?limit=100,Budget
2311,FRESH PAWPAW LOCAL PER KG,225,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/PAWPAW-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-raw-pawpaw-local-per-kg?limit=100,Budget
2312,FRESH PEARS LOCAL,140,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20PEARS%20LOCAL-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables?product_id=250&limit=100,Budget
2313,FRESH PEARS RED 500G,245,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/RED_PEAS-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-red-peas-online?limit=100,Budget
2314,FRESH PEAS SHELLED,450,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/PEAS-removebg-preview%20(1)-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-peas-shelled-online?limit=100,Budget
2315,FRESH PILIPILI HOHO 1KG,145,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20PILIPILI%20HOHO%201KG-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-pilipili-hoho-online?limit=100,Budget
2316,FRESH PINEAPPLES PER KG,229,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/PINEAPPLE-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-pineapple-online%20?limit=100,Budget
2317,Fresh pomegranates 1kg,1699,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/%201%20downloads%20/1jan/Armaan%20Quest%20Offer%20Products/ARMAAN/pexels-any-lane-5945748-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/pomegranates-1kg?limit=100,Budget
2318,FRESH POTATO ALIKA,299,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20POTATO%20ALIKA-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-potato-alika?limit=100,Budget
2319,FRESH POTATO GOLF,140,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20POTATO%20GOLF-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/fresh-potato-golf?limit=100,Budget
2320,FRESH RADDISH RED BUNCH,65,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/RADISH-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-RADDISH-RED-bunch-online?limit=100,Budget
2321,FRESH RAVAIYA,80,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20RAVAIYA-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-RAVAIYA-ONLINE?limit=100,Budget
2322,FRESH RED BELL PEPPER PER KG,285,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/red-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables?product_id=260&limit=100,Budget
2323,FRESH RED GRAPES 500GM,599,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/red_grapes-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-RED-GRAPES-500GM-E-MART?limit=100,Budget
2324,FRESH RHUBARB,95,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/fresh%20veggies/fresh%20rhubarb%201-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-RHUBARB-ONLINE?limit=100,Budget
2325,FRESH RIPE LONG BANANAS PER  kg,200,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/banana-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-RIPE-LONG-BANANAS-PER-kg?limit=100,Budget
2326,FRESH SORREL,30,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Food/FRESH%20SORREL-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/BUY-FRESH-SORREL-ONLINE-IN-NAIROBI?limit=100,Budget
2327,FRESH SPINACH LOCAL,39,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/spinach-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-SPINACH-LOCAL-ONLINE?limit=100,Budget
2328,FRESH SPRING ONIONS 1 BUNCH,72,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/spring-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-SPRING-ONIONS-1-BUNCH?limit=100,Budget
2329,FRESH STRAWBERRIES,260,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Meat%20Depot/strawberry-removebg-preview-200x200.png,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-STRAWBERRIES-ONLINE?limit=100,Budget
2330,FRESH SUGAR SNAPS,65,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20SUGAR%20SNAPS-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables?product_id=281&limit=100,Budget
2331,FRESH SUKUMA WIKI BUNCH,36,KES,E-Mart,https://e-mart.co.ke/image/cache/catalog/Fruits%20n%20Vegetables/FRESH%20SUKUMAWIKI-200x200.jpg,http://e-mart.co.ke/food-groceries/fresh-food/fruits-vegetables/FRESH-SUKUMA-WIKI-BUNCH?limit=100,Budget
